"qtile","truediv","chaoest","obsD","l","inds","reps"
19,15,16.8367346938775,14.5348837209302,-1,100,500
16.65,15,17.6156583629893,15.1057401812689,-1,100,500
0.7,15,20.7112970711296,17.3010380622837,-1,100,500
93.7,15,12.7577319587629,11.4155251141552,-1,100,500
18.7,15,17.1280276816609,14.7492625368732,-1,100,500
74.05,15,13.8655462184874,12.2850122850123,-1,100,500
74.1,15,13.7883008356546,12.2249388753056,-1,100,500
88.55,15,13.0263157894737,11.6279069767442,-1,100,500
58.55,15,14.6884272997032,12.9198966408269,-1,100,500
14.9,15,17.6785714285714,15.1515151515152,-1,100,500
88,15,12.8238341968912,11.4678899082569,-1,100,500
100,15,9.2523364485981,8.54700854700855,-1,100,500
84.6,15,12.6923076923077,11.3636363636364,-1,100,500
65.3,15,14.3478260869565,12.6582278481013,-1,100,500
4.45,15,18.6090225563909,15.8227848101266,-1,100,500
44.25,15,15.46875,13.5135135135135,-1,100,500
1.25,15,19.7211155378486,16.6112956810631,-1,100,500
51.5,15,15.0455927051671,13.1926121372032,-1,100,500
84.95,15,13.4877384196185,11.9904076738609,-1,100,500
31.85,15,16.1764705882353,14.0449438202247,-1,100,500
56.65,15,14.7321428571428,12.9533678756477,-1,100,500
0.1,15,22.2972972972972,18.3823529411765,-1,100,500
80.95,15,13.3783783783784,11.9047619047619,-1,100,500
100,15,9.26966292134829,8.56164383561644,-1,100,500
10.8,15,17.6156583629893,15.1057401812689,-1,100,500
31.7,15,16.1237785016286,14.0056022408964,-1,100,500
23.9,15,16.5551839464883,14.3266475644699,-1,100,500
26.6,15,16.5551839464883,14.3266475644699,-1,100,500
74.05,15,13.6740331491712,12.1359223300971,-1,100,500
28.65,15,16.5,14.2857142857143,-1,100,500
99.95,15,9.39278937381402,8.66551126516464,-1,100,500
0,15,23.1308411214953,18.9393939393939,-1,100,500
39.05,15,15.6645569620253,13.6612021857923,-1,100,500
20.3,15,17.0103092783505,14.6627565982405,-1,100,500
51.1,15,15.0914634146341,13.2275132275132,-1,100,500
76.5,15,13.4877384196185,11.9904076738609,-1,100,500
0.25,15,20.798319327731,17.3611111111111,-1,100,500
30.3,15,16.1764705882353,14.0449438202247,-1,100,500
60.8,15,14.5588235294117,12.8205128205128,-1,100,500
81.6,15,13.3423180592992,11.8764845605701,-1,100,500
84.2,15,13.2,11.7647058823529,-1,100,500
41.15,15,15.6151419558359,13.6239782016349,-1,100,500
35.5,15,15.9163987138263,13.8504155124654,-1,100,500
48.45,15,15.1376146788991,13.262599469496,-1,100,500
0.3,15,20.2868852459016,17.0068027210884,-1,100,500
36.8,15,15.814696485623,13.7741046831956,-1,100,500
0,15,21.7105263157894,17.9856115107914,-1,100,500
59.8,15,14.5588235294117,12.8205128205128,-1,100,500
11.9,15,17.5531914893617,15.0602409638554,-1,100,500
75.75,15,13.5245901639344,12.0192307692308,-1,100,500
80.8,15,13.3783783783783,11.9047619047619,-1,100,500
58.25,15,14.6449704142012,12.8865979381443,-1,100,500
74.25,15,13.7883008356546,12.2249388753056,-1,100,500
35.95,15,15.8653846153846,13.8121546961326,-1,100,500
74.55,15,13.6740331491712,12.1359223300971,-1,100,500
29.85,15,16.2828947368421,14.1242937853107,-1,100,500
92.5,15,12.0437956204379,10.8459869848156,-1,100,500
68.5,15,14.0625,12.4378109452736,-1,100,500
77.9,15,13.5245901639344,12.0192307692308,-1,100,500
0.3,15,21.4285714285714,17.7935943060498,-1,100,500
33.65,15,16.1237785016286,14.0056022408964,-1,100,500
74.95,15,13.7119113573407,12.1654501216545,-1,100,500
22.85,15,16.8367346938775,14.5348837209302,-1,100,500
74.45,15,13.8268156424581,12.2549019607843,-1,100,500
22.65,15,16.3366336633663,14.1643059490085,-1,100,500
99.6,15,9.78260869565216,8.99280575539568,-1,100,500
69.1,15,13.9830508474576,12.3762376237624,-1,100,500
12.9,15,17.6785714285714,15.1515151515152,-1,100,500
32.7,15,16.1237785016286,14.0056022408964,-1,100,500
98.75,15,10.2910602910603,9.41619585687382,-1,100,500
93.3,15,12.1026894865525,10.8932461873638,-1,100,500
28.35,15,16.3907284768212,14.2045454545455,-1,100,500
0.15,15,21.6157205240174,17.921146953405,-1,100,500
77.35,15,13.3064516129032,11.8483412322275,-1,100,500
36.25,15,16.1764705882353,14.0449438202247,-1,100,500
40.95,15,15.6645569620253,13.6612021857923,-1,100,500
20.25,15,17.0103092783505,14.6627565982405,-1,100,500
21.5,15,16.7229729729729,14.4508670520231,-1,100,500
73.8,15,13.7883008356546,12.2249388753056,-1,100,500
94.05,15,12.5316455696202,11.2359550561798,-1,100,500
63.65,15,14.4314868804664,12.7226463104326,-1,100,500
26.15,15,16.6666666666666,14.4092219020173,-1,100,500
71.6,15,13.9830508474576,12.3762376237624,-1,100,500
75.5,15,13.7883008356546,12.2249388753056,-1,100,500
96.05,15,11.25,10.2040816326531,-1,100,500
4.9,15,18.6090225563909,15.8227848101266,-1,100,500
24.7,15,16.8367346938775,14.5348837209302,-1,100,500
37.65,15,15.814696485623,13.7741046831956,-1,100,500
20.7,15,16.7229729729729,14.4508670520231,-1,100,500
39.2,15,15.814696485623,13.7741046831956,-1,100,500
51.5,15,15,13.1578947368421,-1,100,500
82.4,15,13.129973474801,11.7096018735363,-1,100,500
8.25,15,18.3333333333333,15.625,-1,100,500
80.15,15,13.235294117647,11.7924528301887,-1,100,500
64.1,15,14.4314868804664,12.7226463104326,-1,100,500
71,15,13.9044943820224,12.3152709359606,-1,100,500
12.65,15,17.4295774647887,14.9700598802395,-1,100,500
50,15,15.1376146788991,13.262599469496,-1,100,500
8.35,15,17.9347826086956,15.3374233128834,-1,100,500
72.9,15,13.75,12.1951219512195,-1,100,500
88.1,15,12.8238341968912,11.4678899082569,-1,100,500
28.45,15,16.3366336633663,14.1643059490085,-1,100,500
0.85,15,20.2868852459016,17.0068027210884,-1,100,500
73.75,15,13.6740331491712,12.1359223300971,-1,100,500
37.1,15,15.7643312101911,13.7362637362637,-1,100,500
84.65,15,12.7577319587628,11.4155251141553,-1,100,500
11.9,15,17.6785714285714,15.1515151515152,-1,100,500
34.35,15,15.9163987138263,13.8504155124654,-1,100,500
61.1,15,14.5588235294117,12.8205128205128,-1,100,500
50.05,15,15.0914634146341,13.2275132275132,-1,100,500
98.1,15,11.0244988864142,10.0200400801603,-1,100,500
45.2,15,15.3250773993808,13.4048257372654,-1,100,500
60.55,15,14.516129032258,12.7877237851662,-1,100,500
20.85,15,17.2473867595818,14.8367952522255,-1,100,500
71.7,15,13.943661971831,12.3456790123457,-1,100,500
81.15,15,13.3783783783783,11.9047619047619,-1,100,500
1.85,15,20.625,17.2413793103448,-1,100,500
99.6,15,9.72495088408643,8.94454382826476,-1,100,500
3.15,15,19.260700389105,16.2866449511401,-1,100,500
36.8,15,15.8653846153846,13.8121546961326,-1,100,500
1.75,15,20.1219512195121,16.8918918918919,-1,100,500
31.9,15,16.0714285714285,13.9664804469274,-1,100,500
62.55,15,14.516129032258,12.7877237851662,-1,100,500
20.5,15,17.3684210526316,14.9253731343284,-1,100,500
5.05,15,18.6792452830188,15.8730158730159,-1,100,500
66.1,15,14.3478260869565,12.6582278481013,-1,100,500
44.7,15,15.4205607476635,13.4770889487871,-1,100,500
52.8,15,15,13.1578947368421,-1,100,500
4.75,15,18.6792452830188,15.8730158730159,-1,100,500
60.1,15,14.6884272997032,12.9198966408269,-1,100,500
42.35,15,15.46875,13.5135135135135,-1,100,500
26.95,15,16.1764705882353,14.0449438202247,-1,100,500
80.5,15,13.0263157894736,11.6279069767442,-1,100,500
27,15,16.2828947368421,14.1242937853107,-1,100,500
84.55,15,13.2707774798927,11.8203309692671,-1,100,500
10.45,15,17.4911660777385,15.015015015015,-1,100,500
78.75,15,13.3423180592992,11.8764845605701,-1,100,500
28.65,15,16.6666666666666,14.4092219020173,-1,100,500
41.6,15,15.6151419558359,13.6239782016349,-1,100,500
43.65,15,15.3726708074534,13.4408602150538,-1,100,500
20.05,15,17.2473867595818,14.8367952522255,-1,100,500
46.85,15,15.2777777777777,13.3689839572192,-1,100,500
79.05,15,13.5989010989011,12.0772946859903,-1,100,500
24.1,15,16.3907284768211,14.2045454545455,-1,100,500
49.3,15,15.1840490797546,13.2978723404255,-1,100,500
65.3,15,14.3063583815029,12.6262626262626,-1,100,500
48.65,15,15.2307692307692,13.3333333333333,-1,100,500
76.4,15,13.5616438356164,12.0481927710843,-1,100,500
93.95,15,11.6745283018868,10.5485232067511,-1,100,500
68.7,15,14.2241379310345,12.5628140703518,-1,100,500
68.35,15,14.1833810888252,12.531328320802,-1,100,500
52.8,15,14.9546827794562,13.1233595800525,-1,100,500
25.5,15,16.5,14.2857142857143,-1,100,500
33.6,15,15.764331210191,13.7362637362637,-1,100,500
30,15,16.6666666666666,14.4092219020173,-1,100,500
61.75,15,14.6017699115044,12.853470437018,-1,100,500
98.2,15,10.531914893617,9.61538461538461,-1,100,500
1.45,15,19.8795180722891,16.7224080267559,-1,100,500
28.6,15,16.2828947368421,14.1242937853107,-1,100,500
10.85,15,17.6785714285714,15.1515151515152,-1,100,500
12.25,15,17.4911660777385,15.015015015015,-1,100,500
5.85,15,18.5393258426966,15.7728706624606,-1,100,500
3.1,15,19.260700389105,16.2866449511401,-1,100,500
99.55,15,10.2697095435684,9.3984962406015,-1,100,500
92.3,15,12.192118226601,10.9649122807018,-1,100,500
45.7,15,15.2777777777778,13.3689839572192,-1,100,500
49.5,15,15.1840490797546,13.2978723404255,-1,100,500
11.1,15,18.1318681318681,15.4798761609907,-1,100,500
94.1,15,12.1026894865525,10.8932461873638,-1,100,500
50.55,15,15.0455927051671,13.1926121372032,-1,100,500
4.75,15,19.260700389105,16.2866449511401,-1,100,500
72.45,15,13.8268156424581,12.2549019607843,-1,100,500
32.65,15,15.9677419354838,13.8888888888889,-1,100,500
12.15,15,17.3684210526315,14.9253731343284,-1,100,500
84.95,15,13.3783783783784,11.9047619047619,-1,100,500
22.85,15,16.6107382550335,14.367816091954,-1,100,500
65.9,15,14.3063583815029,12.6262626262626,-1,100,500
52.1,15,15.0914634146341,13.2275132275132,-1,100,500
81.55,15,13.3783783783784,11.9047619047619,-1,100,500
26.55,15,16.5551839464883,14.3266475644699,-1,100,500
72.05,15,13.75,12.1951219512195,-1,100,500
4.4,15,18.8212927756654,15.9744408945687,-1,100,500
43.4,15,15.3726708074534,13.4408602150538,-1,100,500
18.5,15,17.2473867595818,14.8367952522255,-1,100,500
29,15,16.2828947368421,14.1242937853107,-1,100,500
62.35,15,14.4314868804664,12.7226463104326,-1,100,500
83.35,15,12.958115183246,11.5740740740741,-1,100,500
31.8,15,16.0714285714285,13.9664804469274,-1,100,500
81.15,15,13.3783783783783,11.9047619047619,-1,100,500
24.35,15,16.5551839464883,14.3266475644699,-1,100,500
93.2,15,11.9565217391304,10.7758620689655,-1,100,500
27.15,15,16.5551839464883,14.3266475644699,-1,100,500
33.95,15,15.8653846153846,13.8121546961326,-1,100,500
27.9,15,16.6107382550335,14.367816091954,-1,100,500
26.85,15,16.5551839464883,14.3266475644699,-1,100,500
66.9,15,14.1428571428571,12.5,-1,100,500
24.75,15,16.4451827242524,14.2450142450142,-1,100,500
31.15,15,16.0714285714285,13.9664804469274,-1,100,500
50.45,15,15.1840490797546,13.2978723404255,-1,100,500
37.35,15,15.9163987138263,13.8504155124654,-1,100,500
11.9,15,18,15.3846153846154,-1,100,500
82.85,15,12.9921259842519,11.6009280742459,-1,100,500
42.7,15,15.6151419558359,13.6239782016349,-1,100,500
80,15,13.4146341463414,11.9331742243437,-1,100,500
49.8,15,15.0914634146341,13.2275132275132,-1,100,500
24.4,15,16.3907284768212,14.2045454545455,-1,100,500
57.5,15,14.6449704142011,12.8865979381443,-1,100,500
50.55,15,15.0914634146341,13.2275132275132,-1,100,500
25.2,15,16.6107382550335,14.367816091954,-1,100,500
92.55,15,11.6745283018868,10.5485232067511,-1,100,500
11.75,15,17.7419354838709,15.1975683890578,-1,100,500
71.35,15,13.943661971831,12.3456790123457,-1,100,500
22.1,15,16.7796610169491,14.4927536231884,-1,100,500
29.65,15,16.0714285714285,13.9664804469274,-1,100,500
27.55,15,16.5,14.2857142857143,-1,100,500
94.25,15,11.6745283018868,10.5485232067511,-1,100,500
6.6,15,17.870036101083,15.2905198776758,-1,100,500
70.4,15,14.1833810888252,12.531328320802,-1,100,500
5.55,15,19.260700389105,16.2866449511401,-1,100,500
47.45,15,15.2777777777777,13.3689839572192,-1,100,500
7.3,15,17.9347826086956,15.3374233128834,-1,100,500
58.65,15,14.6884272997032,12.9198966408269,-1,100,500
92.75,15,12.406015037594,11.1358574610245,-1,100,500
75.85,15,13.8268156424581,12.2549019607843,-1,100,500
14.9,15,17.1875,14.792899408284,-1,100,500
38.15,15,15.6645569620253,13.6612021857923,-1,100,500
40.25,15,15.6645569620253,13.6612021857923,-1,100,500
97.5,15,11.25,10.2040816326531,-1,100,500
100,15,8.36148648648647,7.78816199376947,-1,100,500
17.15,15,17.3076923076923,14.8809523809524,-1,100,500
20.6,15,17.1280276816609,14.7492625368732,-1,100,500
10,15,18.0656934306569,15.4320987654321,-1,100,500
38.8,15,15.7142857142857,13.6986301369863,-1,100,500
80.4,15,13.235294117647,11.7924528301887,-1,100,500
98.6,15,11,10,-1,100,500
2.05,15,19.3359375,16.3398692810458,-1,100,500
91.45,15,12.192118226601,10.9649122807018,-1,100,500
92.2,15,12.4371859296482,11.1607142857143,-1,100,500
23.5,15,16.5551839464883,14.3266475644699,-1,100,500
79.95,15,13.4146341463414,11.9331742243437,-1,100,500
19.3,15,17.3684210526316,14.9253731343284,-1,100,500
79.35,15,13.4510869565217,11.9617224880383,-1,100,500
36.1,15,15.8653846153846,13.8121546961326,-1,100,500
47.95,15,15.137614678899,13.262599469496,-1,100,500
66.9,15,14.2241379310344,12.5628140703518,-1,100,500
61.05,15,14.6017699115044,12.853470437018,-1,100,500
87.35,15,12.9242819843342,11.5473441108545,-1,100,500
50.05,15,15.0914634146341,13.2275132275132,-1,100,500
24.4,15,16.5,14.2857142857143,-1,100,500
40.9,15,15.5172413793103,13.550135501355,-1,100,500
30.55,15,16.2295081967213,14.0845070422535,-1,100,500
25.75,15,16.3907284768212,14.2045454545455,-1,100,500
37.5,15,15.7142857142857,13.6986301369863,-1,100,500
22.45,15,16.7229729729729,14.4508670520231,-1,100,500
0.45,15,19.8795180722891,16.7224080267559,-1,100,500
17.4,15,17.0689655172413,14.7058823529412,-1,100,500
84.85,15,13.0952380952381,11.6822429906542,-1,100,500
8.45,15,18.1318681318681,15.4798761609907,-1,100,500
8.6,15,18.2656826568265,15.5763239875389,-1,100,500
99.45,15,10.4210526315789,9.52380952380952,-1,100,500
57.6,15,14.6449704142011,12.8865979381443,-1,100,500
1.9,15,19.4117647058823,16.3934426229508,-1,100,500
68.7,15,14.0226628895184,12.4069478908189,-1,100,500
78.8,15,13.3783783783783,11.9047619047619,-1,100,500
66.2,15,14.3063583815029,12.6262626262626,-1,100,500
60.55,15,14.516129032258,12.7877237851662,-1,100,500
60.05,15,14.5588235294117,12.8205128205128,-1,100,500
49.5,15,15.1840490797546,13.2978723404255,-1,100,500
23.25,15,16.6666666666666,14.4092219020173,-1,100,500
56.05,15,14.7321428571428,12.9533678756477,-1,100,500
2.4,15,20.4545454545454,17.1232876712329,-1,100,500
87.4,15,12.6598465473145,11.3378684807256,-1,100,500
49.2,15,15.1840490797546,13.2978723404255,-1,100,500
25.6,15,16.6666666666666,14.4092219020173,-1,100,500
61.6,15,14.516129032258,12.7877237851662,-1,100,500
29.2,15,16.2295081967213,14.0845070422535,-1,100,500
1.9,15,21.063829787234,17.5438596491228,-1,100,500
93.6,15,11.4318706697459,10.351966873706,-1,100,500
3.65,15,19.6428571428571,16.5562913907285,-1,100,500
87.25,15,12.6275510204081,11.3122171945701,-1,100,500
1.95,15,18.8212927756654,15.9744408945687,-1,100,500
5.35,15,19.3359375,16.3398692810458,-1,100,500
81.25,15,13.1648936170212,11.7370892018779,-1,100,500
28.35,15,16.3366336633663,14.1643059490085,-1,100,500
27.6,15,16.3366336633663,14.1643059490085,-1,100,500
35.55,15,15.8653846153846,13.8121546961326,-1,100,500
38.75,15,15.6645569620253,13.6612021857923,-1,100,500
37.8,15,15.764331210191,13.7362637362637,-1,100,500
20.2,15,17.0689655172413,14.7058823529412,-1,100,500
57.4,15,14.6884272997032,12.9198966408269,-1,100,500
17.75,15,17.3076923076923,14.8809523809524,-1,100,500
20.3,15,17.1280276816609,14.7492625368732,-1,100,500
52.75,15,14.9546827794562,13.1233595800525,-1,100,500
9.55,15,17.4911660777385,15.015015015015,-1,100,500
51.7,15,15.0455927051671,13.1926121372032,-1,100,500
32.35,15,15.9677419354838,13.8888888888889,-1,100,500
0.35,15,20.1219512195121,16.8918918918919,-1,100,500
97.15,15,10.9030837004405,9.92063492063492,-1,100,500
95.05,15,11.5116279069767,10.4166666666667,-1,100,500
95.15,15,11.1990950226244,10.1626016260163,-1,100,500
50.35,15,15.0914634146341,13.2275132275132,-1,100,500
80.55,15,13.129973474801,11.7096018735363,-1,100,500
50.2,15,15.0914634146341,13.2275132275132,-1,100,500
58,15,14.6449704142011,12.8865979381443,-1,100,500
8.35,15,17.870036101083,15.2905198776758,-1,100,500
35.65,15,15.9163987138263,13.8504155124654,-1,100,500
75.8,15,13.6740331491713,12.1359223300971,-1,100,500
77.9,15,13.3783783783783,11.9047619047619,-1,100,500
20.9,15,16.7229729729729,14.4508670520231,-1,100,500
23.3,15,17.0103092783505,14.6627565982405,-1,100,500
89.2,15,12.7577319587629,11.4155251141553,-1,100,500
30.9,15,16.0194174757281,13.9275766016713,-1,100,500
23.9,15,16.6107382550335,14.367816091954,-1,100,500
90.75,15,12.4685138539042,11.1856823266219,-1,100,500
67.15,15,14.2651296829971,12.5944584382872,-1,100,500
20.05,15,16.8367346938775,14.5348837209302,-1,100,500
84.85,15,12.9581151832461,11.5740740740741,-1,100,500
8.75,15,17.8057553956834,15.2439024390244,-1,100,500
80.4,15,13.1648936170212,11.7370892018779,-1,100,500
70.15,15,14.1428571428571,12.5,-1,100,500
96.8,15,11.0491071428571,10.0401606425703,-1,100,500
51.3,15,15.0914634146341,13.2275132275132,-1,100,500
4.45,15,18.8212927756654,15.9744408945687,-1,100,500
91.15,15,12.6923076923077,11.3636363636364,-1,100,500
30.7,15,16.1237785016286,14.0056022408964,-1,100,500
29.15,15,16.2828947368421,14.1242937853107,-1,100,500
96.4,15,11.5654205607476,10.4602510460251,-1,100,500
72.05,15,13.9830508474576,12.3762376237624,-1,100,500
14.85,15,17.0689655172413,14.7058823529412,-1,100,500
33.4,15,16.1237785016286,14.0056022408964,-1,100,500
10.9,15,18,15.3846153846154,-1,100,500
8,15,18,15.3846153846154,-1,100,500
18.95,15,17.1875,14.792899408284,-1,100,500
11.7,15,17.870036101083,15.2905198776758,-1,100,500
7.8,15,18.0656934306569,15.4320987654321,-1,100,500
46.45,15,15.2307692307692,13.3333333333333,-1,100,500
99.65,15,9.74409448818895,8.96057347670251,-1,100,500
5.3,15,18.2656826568265,15.5763239875389,-1,100,500
46.3,15,15.1840490797546,13.2978723404255,-1,100,500
38.1,15,15.9163987138263,13.8504155124654,-1,100,500
37.85,15,15.6645569620253,13.6612021857923,-1,100,500
97.65,15,11.5384615384615,10.4384133611691,-1,100,500
1.45,15,20.1219512195121,16.8918918918919,-1,100,500
47.3,15,15.3726708074534,13.4408602150538,-1,100,500
99.6,15,9.9798387096774,9.15750915750916,-1,100,500
99.4,15,9.86055776892427,9.05797101449275,-1,100,500
45.3,15,15.46875,13.5135135135135,-1,100,500
58.25,15,14.6017699115044,12.853470437018,-1,100,500
18.9,15,16.8941979522184,14.5772594752187,-1,100,500
78,15,13.4877384196185,11.9904076738609,-1,100,500
4.15,15,19.6428571428571,16.5562913907285,-1,100,500
40.2,15,15.7142857142857,13.6986301369863,-1,100,500
95.25,15,11.8990384615384,10.7296137339056,-1,100,500
54.5,15,14.9546827794562,13.1233595800525,-1,100,500
14.2,15,17.6785714285714,15.1515151515152,-1,100,500
24.2,15,16.0714285714285,13.9664804469274,-1,100,500
10.65,15,17.9347826086956,15.3374233128834,-1,100,500
10.85,15,18.2656826568265,15.5763239875389,-1,100,500
67.15,15,14.1833810888252,12.531328320802,-1,100,500
71.25,15,14.1025641025641,12.4688279301746,-1,100,500
76.6,15,13.8268156424581,12.2549019607843,-1,100,500
55,15,14.8648648648648,13.0548302872063,-1,100,500
46.4,15,15.46875,13.5135135135135,-1,100,500
58.05,15,14.7321428571428,12.9533678756477,-1,100,500
52.15,15,14.9546827794562,13.1233595800525,-1,100,500
4.2,15,18.6792452830188,15.8730158730159,-1,100,500
52,15,15,13.1578947368421,-1,100,500
26.1,15,16.6666666666666,14.4092219020173,-1,100,500
85.05,15,12.8238341968911,11.4678899082569,-1,100,500
5.15,15,18.8212927756654,15.9744408945687,-1,100,500
73.7,15,14.0226628895184,12.4069478908189,-1,100,500
73.4,15,13.9044943820224,12.3152709359606,-1,100,500
46.65,15,15.2307692307692,13.3333333333333,-1,100,500
54.1,15,14.9096385542168,13.0890052356021,-1,100,500
58.2,15,14.6449704142012,12.8865979381443,-1,100,500
33.05,15,16.1237785016286,14.0056022408964,-1,100,500
19.3,15,16.8367346938775,14.5348837209302,-1,100,500
35.45,15,15.9677419354838,13.8888888888889,-1,100,500
95.8,15,11.7577197149643,10.6157112526539,-1,100,500
82.55,15,13.235294117647,11.7924528301887,-1,100,500
72.05,15,14.0625,12.4378109452736,-1,100,500
12.5,15,17.4295774647887,14.9700598802395,-1,100,500
36.2,15,15.6645569620253,13.6612021857923,-1,100,500
31.25,15,16.0194174757281,13.9275766016713,-1,100,500
60.25,15,14.6017699115044,12.853470437018,-1,100,500
15.8,15,17.0689655172413,14.7058823529412,-1,100,500
15.95,15,17.1875,14.792899408284,-1,100,500
83.75,15,13.235294117647,11.7924528301887,-1,100,500
80.05,15,13.2707774798927,11.8203309692671,-1,100,500
32.3,15,16.1764705882353,14.0449438202247,-1,100,500
28.15,15,16.4451827242525,14.2450142450142,-1,100,500
7,15,18.6792452830188,15.8730158730159,-1,100,500
75.9,15,13.3783783783783,11.9047619047619,-1,100,500
60.05,15,14.6017699115044,12.853470437018,-1,100,500
89.35,15,12.5,11.2107623318386,-1,100,500
95.9,15,11.5925058548009,10.482180293501,-1,100,500
39.65,15,15.7643312101911,13.7362637362637,-1,100,500
72.2,15,13.6740331491712,12.1359223300971,-1,100,500
0.3,15,21.3362068965517,17.7304964539007,-1,100,500
28.95,15,16.3366336633663,14.1643059490085,-1,100,500
44.45,15,15.3250773993808,13.4048257372654,-1,100,500
89.15,15,11.8705035971223,10.7066381156317,-1,100,500
0.15,15,22.5,18.5185185185185,-1,100,500
16.7,15,16.8941979522184,14.5772594752187,-1,100,500
0.5,15,19.8,16.6666666666667,-1,100,500
6.95,15,18.3333333333333,15.625,-1,100,500
98.3,15,11.3793103448276,10.3092783505155,-1,100,500
34.8,15,15.9163987138263,13.8504155124654,-1,100,500
